architecture_type,deployment_type,communication_type,num_services,num_databases,requests_per_second,avg_payload_kb,read_write_ratio,peak_traffic_multiplier,cpu_utilization_percent,memory_utilization_percent,network_latency_ms,packet_loss_percent,avg_latency_ms,p95_latency_ms,error_rate_percent,db_connection_pool_exhausted,retry_storm_detected,circuit_breaker_open
hybrid,hybrid,sync,42,1,209.14,111.9,0.58,3.91,23.05,96.85,57.16,1.1,456.97,868.57,3.28,0,0,0
microservices,hybrid,async,7,1,98.87,107.51,0.49,1.3,10.73,93.57,58.59,0.0,382.69,477.74,0.15,0,0,0
monolith,on_prem,async,3,1,269.78,122.02,0.86,2.35,27.67,100.0,40.89,0.2,186.22,345.2,1.05,0,0,0
event_driven,hybrid,sync,48,2,110.99,53.41,0.55,1.65,0.56,44.57,12.12,0.0,125.12,208.26,0.0,0,0,0
hybrid,hybrid,mixed,12,1,124.65,136.9,0.51,3.33,8.86,100.0,8.29,0.25,198.6,294.9,0.7,0,0,0
serverless,cloud,mixed,38,1,136.99,16.38,0.67,2.33,16.21,19.3,29.46,0.12,174.34,309.88,0.7,0,0,0
monolith,on_prem,mixed,1,1,138.69,20.3,0.85,1.67,7.88,23.14,8.24,1.2,67.11,82.1,2.22,0,0,0
monolith,hybrid,mixed,2,1,36.4,69.28,0.95,1.06,1.96,55.69,50.41,0.04,128.7,176.32,0.08,0,0,0
microservices,hybrid,mixed,48,3,292.09,90.96,0.54,3.3,16.56,68.46,3.22,0.29,146.08,295.91,1.11,0,0,0
serverless,hybrid,async,15,1,155.72,135.18,0.54,1.55,6.67,100.0,42.06,0.2,254.19,425.72,0.62,0,0,0
serverless,on_prem,mixed,40,2,219.83,30.32,0.62,2.78,22.69,31.72,25.38,0.0,182.91,299.78,0.72,0,0,0
event_driven,on_prem,mixed,45,2,84.99,100.35,0.82,2.62,1.12,77.98,10.48,1.74,147.82,254.88,3.82,0,0,0
event_driven,on_prem,sync,39,1,141.93,12.18,0.62,1.48,8.58,17.65,34.05,0.84,178.1,296.35,1.93,0,0,0
serverless,cloud,async,52,1,458.57,50.32,0.73,3.32,31.27,52.19,3.73,0.0,167.13,350.22,1.37,0,0,0
event_driven,hybrid,mixed,44,2,130.9,38.74,0.55,1.53,0.0,26.84,9.28,0.44,103.38,158.05,0.97,0,0,0
hybrid,hybrid,sync,36,1,182.82,90.03,0.52,2.38,21.93,84.92,44.62,0.19,382.21,692.02,1.03,0,0,0
serverless,cloud,sync,40,1,57.32,67.3,0.78,3.32,0.0,50.21,141.2,0.0,405.37,735.53,35.0,0,1,1
hybrid,cloud,mixed,8,1,225.41,143.4,0.84,3.74,23.02,100.0,10.19,0.0,224.9,345.02,0.64,0,0,0
hybrid,cloud,mixed,5,1,327.78,6.76,0.62,1.45,31.98,4.01,12.89,0.05,177.22,271.75,1.35,0,0,0
event_driven,cloud,mixed,58,4,661.27,138.98,0.69,3.67,66.12,100.0,27.67,0.19,311.38,409.16,5.23,0,0,0
hybrid,on_prem,sync,7,1,501.8,65.26,0.49,2.36,40.11,61.86,29.56,0.0,313.73,628.67,1.93,0,0,0
hybrid,cloud,sync,44,3,146.2,149.18,0.8,1.18,12.79,100.0,34.85,1.16,335.61,659.3,2.98,0,0,0
microservices,cloud,async,44,3,272.85,145.22,0.93,1.2,17.54,100.0,103.25,0.8,574.94,1110.07,2.49,0,0,0
event_driven,hybrid,async,58,1,354.09,146.17,0.76,1.4,29.79,100.0,22.28,0.0,235.17,398.24,0.98,0,0,0
serverless,on_prem,mixed,22,1,163.85,133.15,0.45,2.03,16.18,100.0,34.35,0.0,248.98,350.82,0.37,0,0,0
event_driven,hybrid,mixed,41,3,254.46,145.31,0.87,1.15,28.62,100.0,14.46,0.0,210.05,435.76,0.9,0,0,0
event_driven,on_prem,sync,34,2,396.23,134.96,0.89,2.78,35.66,100.0,46.04,0.0,315.17,596.53,1.4,0,0,0
serverless,on_prem,sync,22,1,109.36,21.01,0.51,3.3,12.69,8.85,30.33,0.93,165.64,213.55,2.84,0,0,0
hybrid,hybrid,mixed,16,1,272.76,55.85,0.43,1.6,13.82,38.49,58.56,1.4,403.94,513.27,3.58,0,0,0
serverless,on_prem,async,45,1,146.68,140.8,0.91,1.68,18.93,100.0,87.85,0.0,359.35,507.34,0.5,0,0,0
serverless,cloud,async,6,1,82.13,77.86,0.72,3.06,0.0,64.59,1.96,0.66,138.51,259.39,1.84,0,0,0
microservices,hybrid,async,39,1,180.19,130.06,0.85,3.8,11.25,100.0,54.8,0.89,373.84,551.13,2.48,0,0,0
serverless,cloud,mixed,53,3,622.38,6.12,0.72,3.4,59.61,6.63,2.9,0.45,179.98,353.11,6.23,0,0,0
event_driven,hybrid,sync,5,1,201.74,71.64,0.74,1.31,19.48,62.35,56.07,0.93,289.95,577.53,2.47,0,0,0
monolith,on_prem,async,2,1,786.77,53.93,0.91,1.3,68.62,45.76,56.3,0.87,223.4,429.72,5.8,0,0,0
event_driven,on_prem,mixed,50,3,449.27,55.28,0.48,2.83,38.82,46.34,9.21,0.39,164.11,229.41,2.52,0,0,0
monolith,on_prem,async,3,1,95.93,109.56,0.91,3.65,16.14,94.59,11.84,0.0,137.21,168.9,0.23,0,0,0
serverless,on_prem,async,43,3,108.52,25.19,0.43,2.3,11.15,13.81,31.49,0.0,169.18,290.01,0.17,0,0,0
monolith,cloud,async,1,1,98.54,11.82,0.69,1.98,7.14,9.24,83.72,0.0,133.19,259.66,0.05,0,0,0
serverless,cloud,async,25,1,58.65,64.31,0.5,1.23,10.43,66.02,8.41,0.52,161.04,239.75,1.6,0,0,0
serverless,hybrid,async,8,1,117.4,121.53,0.82,3.69,4.34,92.76,34.06,0.0,229.68,343.72,0.03,0,0,0
serverless,cloud,sync,12,1,205.87,37.84,0.44,3.0,10.2,32.82,29.47,1.06,176.93,352.36,3.12,0,0,0
event_driven,on_prem,mixed,14,1,82.79,128.63,0.65,2.88,8.76,98.8,62.45,0.0,328.34,686.88,0.08,0,0,0
microservices,cloud,mixed,8,1,145.04,93.44,0.62,3.7,5.48,71.44,18.99,0.44,199.96,288.45,1.19,0,0,0
monolith,hybrid,sync,2,1,184.1,2.13,0.55,3.52,11.61,0.0,6.87,1.09,56.56,75.8,2.08,0,0,0
serverless,cloud,async,37,2,217.36,116.66,0.69,1.72,25.17,100.0,112.81,0.77,417.48,706.74,3.03,0,0,0
microservices,cloud,sync,15,1,376.03,37.19,0.59,2.85,22.76,28.66,28.25,0.18,223.07,293.72,1.13,0,0,0
serverless,hybrid,sync,9,1,35.68,17.2,0.89,1.32,0.0,19.83,7.8,1.2,116.42,215.24,3.36,0,0,0
hybrid,cloud,sync,33,2,274.77,42.2,0.53,3.41,18.51,32.19,46.95,0.36,346.88,671.54,1.27,0,0,0
hybrid,on_prem,sync,59,3,37.73,107.38,0.83,3.6,0.6,75.73,3.26,0.74,145.5,184.5,1.79,0,0,0
monolith,cloud,async,3,1,103.28,7.26,0.77,2.94,8.63,0.0,57.67,0.35,104.26,213.11,0.69,0,0,0
hybrid,hybrid,async,47,2,52.67,39.44,0.86,1.93,0.0,37.57,7.12,0.0,133.86,190.18,0.0,0,0,0
hybrid,on_prem,sync,19,1,155.67,114.28,0.44,3.06,17.48,100.0,48.99,0.17,411.78,676.64,0.78,0,0,0
microservices,on_prem,mixed,5,1,407.39,52.86,0.48,2.61,32.45,44.74,137.54,1.17,685.74,1003.51,4.4,0,0,0
microservices,on_prem,async,20,1,336.45,22.36,0.66,3.02,31.64,26.94,56.26,0.87,346.35,422.39,3.55,0,0,0
hybrid,on_prem,mixed,29,1,108.43,113.91,0.53,1.25,9.76,100.0,110.66,0.0,711.37,1201.27,0.11,0,0,0
serverless,hybrid,async,17,1,415.41,129.17,0.58,3.82,41.47,100.0,8.77,0.0,233.6,410.98,2.41,0,0,0
hybrid,hybrid,mixed,49,1,41.69,108.73,0.43,1.13,15.59,82.59,35.37,0.07,325.95,439.67,0.47,0,0,0
monolith,cloud,mixed,2,1,48.38,40.76,0.63,1.87,1.39,45.7,28.05,0.0,98.11,181.63,0.0,0,0,0
hybrid,hybrid,async,56,1,518.04,68.2,0.53,3.42,39.6,59.88,21.85,1.52,272.71,458.59,5.54,0,0,0
serverless,hybrid,mixed,55,4,181.26,7.25,0.53,3.8,6.66,14.61,10.92,0.31,124.04,164.7,0.93,0,0,0
monolith,cloud,mixed,3,1,292.25,8.62,0.68,3.72,21.69,0.0,15.78,0.32,77.62,111.62,1.0,0,0,0
hybrid,on_prem,mixed,37,1,159.62,24.45,0.47,1.4,14.41,31.73,18.43,0.32,198.97,283.75,1.03,0,0,0
hybrid,on_prem,mixed,9,1,78.17,51.53,0.42,1.26,12.54,48.56,10.79,0.0,171.31,354.86,0.19,0,0,0
monolith,cloud,mixed,3,1,83.33,26.78,0.91,2.05,16.06,25.7,63.1,0.0,132.63,239.6,0.23,0,0,0
serverless,hybrid,async,42,1,224.27,98.08,0.92,1.02,24.52,73.95,4.7,0.0,177.47,323.87,0.84,0,0,0
hybrid,on_prem,sync,22,1,167.94,32.03,0.68,1.91,20.81,16.29,9.08,1.67,149.62,265.48,4.53,0,0,0
serverless,cloud,sync,48,3,260.73,71.46,0.43,2.06,20.44,61.12,22.29,1.37,196.55,262.82,4.41,0,0,0
event_driven,cloud,async,51,3,283.28,143.26,0.59,2.53,23.28,100.0,3.27,0.69,169.1,244.75,2.12,0,0,0
microservices,on_prem,mixed,26,1,298.92,10.47,0.43,3.5,32.01,10.48,4.96,0.74,131.08,208.16,3.26,0,0,0
microservices,on_prem,sync,49,2,89.33,129.3,0.53,3.01,9.35,100.0,34.08,0.84,288.97,464.77,2.31,0,0,0
serverless,on_prem,async,38,2,87.23,121.23,0.89,3.7,7.27,97.45,3.74,1.23,175.8,331.43,3.51,0,0,0
monolith,on_prem,sync,2,1,89.97,109.67,0.61,1.15,4.86,86.3,25.25,0.04,131.52,199.19,0.09,0,0,0
hybrid,on_prem,mixed,12,1,69.78,28.89,0.46,2.41,10.32,23.56,117.42,0.0,683.71,1066.65,0.13,0,0,0
hybrid,cloud,async,32,1,297.48,63.07,0.45,3.97,19.5,48.13,23.69,0.93,243.82,462.33,2.7,0,0,0
microservices,cloud,sync,37,1,65.89,107.99,0.91,1.89,2.19,72.23,26.38,0.09,227.63,308.62,0.24,0,0,0
hybrid,cloud,async,14,1,374.22,89.81,0.45,2.12,18.39,65.73,65.83,0.0,467.31,713.28,0.41,0,0,0
hybrid,on_prem,sync,10,1,180.95,22.61,0.41,2.71,20.89,16.63,18.78,0.8,198.44,333.99,2.43,0,0,0
monolith,cloud,async,4,1,93.2,37.98,0.66,2.06,15.75,44.18,67.83,0.2,150.5,295.13,0.58,0,0,0
hybrid,on_prem,sync,43,2,427.84,18.87,0.55,3.33,30.18,8.9,13.75,0.0,181.45,292.69,1.09,0,0,0
hybrid,cloud,async,36,2,301.42,97.8,0.82,2.95,32.33,75.02,31.83,0.24,324.2,458.67,1.83,0,0,0
microservices,hybrid,mixed,24,1,165.38,119.44,0.85,3.67,12.38,100.0,3.6,0.27,170.28,227.15,0.91,0,0,0
event_driven,on_prem,sync,6,1,62.13,80.23,0.65,3.27,1.99,72.27,19.87,0.86,171.63,211.92,1.9,0,0,0
event_driven,cloud,mixed,51,4,177.38,77.58,0.83,4.0,19.32,70.28,37.63,0.11,241.03,354.36,0.66,0,0,0
hybrid,on_prem,sync,40,2,242.01,2.71,0.88,3.55,20.7,4.62,5.14,0.0,123.15,254.47,0.51,0,0,0
serverless,on_prem,async,43,2,161.49,19.73,0.72,3.58,15.76,23.22,20.82,0.0,159.13,331.22,0.35,0,0,0
event_driven,cloud,mixed,44,3,401.13,104.39,0.44,1.47,35.52,85.76,15.9,1.38,211.83,325.01,4.43,0,0,0
microservices,hybrid,mixed,29,1,116.64,70.46,0.9,1.47,10.23,60.55,2.65,0.85,130.11,160.13,2.36,0,0,0
event_driven,hybrid,async,14,1,206.33,42.21,0.47,3.1,14.38,35.0,10.29,0.0,125.06,172.0,0.23,0,0,0
hybrid,cloud,mixed,58,2,175.58,106.42,0.83,3.36,20.77,83.42,28.18,1.19,297.16,537.72,3.37,0,0,0
monolith,cloud,mixed,3,1,120.9,19.1,0.54,1.48,17.79,11.89,52.12,0.0,114.86,204.2,0.28,0,0,0
microservices,cloud,async,38,1,313.79,72.65,0.57,1.7,30.17,65.3,4.88,1.04,168.24,268.11,3.89,0,0,0
event_driven,on_prem,mixed,37,1,138.27,122.51,0.75,2.78,13.81,100.0,41.83,0.0,273.0,455.93,0.21,0,0,0
microservices,on_prem,sync,43,2,400.2,140.96,0.71,1.41,26.34,100.0,68.7,0.0,448.26,665.14,0.9,0,0,0
hybrid,hybrid,mixed,28,1,516.05,53.17,0.74,3.29,36.09,45.58,60.6,0.25,449.68,779.37,2.16,0,0,0
event_driven,cloud,sync,32,1,183.93,126.58,0.51,1.48,13.02,100.0,19.08,1.94,203.85,336.61,4.46,0,0,0
serverless,hybrid,sync,22,1,217.0,144.16,0.8,1.23,13.86,100.0,79.93,0.18,337.42,702.78,0.78,0,0,0
event_driven,cloud,sync,25,1,154.13,15.97,0.87,2.47,11.23,18.85,6.66,0.76,99.44,143.19,1.8,0,0,0
serverless,hybrid,async,47,2,46.59,149.02,0.57,1.91,0.0,100.0,89.34,0.39,344.04,512.61,1.09,0,0,0
monolith,cloud,sync,1,1,223.5,113.43,0.49,3.31,20.58,97.47,5.32,0.0,138.8,174.33,0.38,0,0,0
event_driven,on_prem,async,37,2,1119.29,112.64,0.82,2.13,91.0,96.66,45.51,0.0,409.75,709.09,9.11,0,0,0
serverless,cloud,sync,21,1,156.57,88.09,0.81,2.18,12.68,75.28,82.11,0.12,318.69,451.45,0.57,0,0,0
hybrid,on_prem,sync,6,1,160.37,56.64,0.45,3.23,12.24,46.62,56.36,0.26,397.31,562.4,0.8,0,0,0
serverless,on_prem,sync,59,3,169.59,125.99,0.84,3.24,16.61,100.0,45.4,0.0,271.6,471.45,0.39,0,0,0
hybrid,on_prem,mixed,19,1,78.32,5.69,0.44,2.26,5.02,3.89,21.3,0.32,186.3,334.57,0.8,0,0,0
monolith,on_prem,mixed,4,1,205.76,120.41,0.77,2.85,16.62,100.0,5.68,0.46,136.49,269.07,1.08,0,0,0
event_driven,cloud,sync,58,3,91.24,60.09,0.75,1.69,8.25,49.85,10.55,1.77,130.54,171.34,3.98,0,0,0
serverless,cloud,async,39,1,269.57,130.0,0.47,3.69,19.3,100.0,9.84,0.06,203.81,388.44,0.69,0,0,0
event_driven,cloud,sync,8,1,154.58,35.26,0.76,1.09,15.78,41.93,7.08,0.0,122.25,150.54,0.27,0,0,0
hybrid,hybrid,async,26,1,235.21,113.11,0.82,3.98,3.04,100.0,92.07,0.0,612.41,997.45,0.01,0,0,0
serverless,on_prem,sync,40,1,173.51,42.19,0.83,3.03,11.67,33.5,3.32,0.0,126.68,247.41,0.19,0,0,0
event_driven,hybrid,mixed,7,1,109.79,148.24,0.55,3.74,9.22,100.0,15.65,1.26,189.49,271.03,2.87,0,0,0
event_driven,cloud,mixed,12,1,424.34,40.44,0.62,2.47,38.01,32.79,99.16,0.0,422.55,559.75,1.59,0,0,0
hybrid,hybrid,mixed,42,2,221.13,104.78,0.71,2.08,16.95,93.12,33.15,0.16,325.75,518.49,0.74,0,0,0
serverless,on_prem,mixed,41,2,158.86,145.53,0.68,1.74,13.62,100.0,0.94,0.39,179.17,361.95,1.36,0,0,0
event_driven,cloud,sync,17,1,55.4,24.41,0.53,2.09,3.34,17.62,50.55,0.0,222.96,421.02,0.01,0,0,0
monolith,cloud,mixed,3,1,64.9,145.15,0.62,3.74,9.72,100.0,9.63,0.42,132.68,274.33,0.83,0,0,0
hybrid,cloud,async,54,3,70.73,121.85,0.75,1.54,9.84,100.0,15.12,0.0,233.77,381.17,0.12,0,0,0
serverless,cloud,sync,5,1,702.66,78.3,0.44,3.01,56.71,64.51,26.83,1.21,264.36,376.31,7.9,0,0,0
microservices,hybrid,sync,51,1,232.93,68.63,0.52,2.55,6.66,62.9,28.35,0.51,231.33,454.05,1.38,0,0,0
microservices,on_prem,async,48,2,324.65,145.69,0.9,1.1,21.44,100.0,36.5,0.0,312.85,476.5,0.6,0,0,0
serverless,cloud,async,10,1,71.58,148.77,0.78,3.85,8.17,100.0,28.54,0.4,228.57,423.27,1.21,0,0,0
microservices,cloud,async,26,1,106.12,54.62,0.84,3.02,2.79,63.95,30.15,0.0,236.2,316.34,0.01,0,0,0
event_driven,on_prem,async,20,1,217.19,12.61,0.83,2.7,18.04,9.71,13.85,1.59,123.31,228.18,3.85,0,0,0
event_driven,hybrid,async,15,1,79.51,12.18,0.77,2.57,0.2,12.44,24.51,0.0,139.76,230.01,0.0,0,0,0
microservices,on_prem,async,54,4,304.01,146.75,0.54,1.42,23.1,100.0,5.91,0.28,192.69,349.47,1.43,0,0,0
hybrid,on_prem,mixed,28,1,158.3,131.2,0.56,1.89,19.84,100.0,29.44,1.41,316.99,490.1,3.86,0,0,0
serverless,hybrid,mixed,34,1,138.54,88.35,0.72,2.43,6.63,64.96,18.98,1.23,177.54,347.72,3.51,0,0,0
serverless,cloud,sync,27,1,316.18,48.14,0.81,3.43,37.58,47.62,44.16,0.0,253.86,313.76,1.98,0,0,0
microservices,hybrid,mixed,31,2,727.64,58.33,0.76,1.25,55.96,50.7,29.22,0.0,295.11,526.77,4.07,0,0,0
monolith,on_prem,mixed,3,1,24.74,115.77,0.82,2.39,1.77,100.0,27.9,0.0,144.1,285.48,0.0,0,0,0
monolith,cloud,async,3,1,325.16,9.65,0.61,3.38,29.3,0.0,10.59,0.0,82.87,164.1,0.77,0,0,0
event_driven,cloud,mixed,47,1,106.22,81.86,0.79,2.04,2.49,67.57,19.61,0.17,167.23,246.01,0.39,0,0,0
event_driven,hybrid,sync,57,3,218.64,30.26,0.81,2.0,20.27,19.71,14.36,0.51,133.82,261.6,1.58,0,0,0
event_driven,hybrid,mixed,58,3,107.93,46.69,0.81,1.55,6.76,29.34,25.87,0.7,159.72,313.08,1.6,0,0,0
monolith,cloud,async,4,1,51.03,40.35,0.94,3.56,4.79,32.52,27.27,0.7,89.91,171.22,1.29,0,0,0
hybrid,hybrid,async,23,1,127.31,83.25,0.76,1.71,7.6,67.83,38.14,0.46,318.59,385.4,1.17,0,0,0
monolith,on_prem,mixed,4,1,71.85,83.43,0.84,2.48,10.11,69.77,75.48,0.75,172.5,268.88,1.45,0,0,0
event_driven,on_prem,mixed,19,1,229.27,78.25,0.65,3.74,25.24,56.13,24.1,1.13,196.6,333.45,3.19,0,0,0
serverless,hybrid,mixed,26,1,290.01,10.76,0.55,1.69,22.72,14.63,5.68,0.42,132.06,266.99,1.9,0,0,0
monolith,hybrid,async,2,1,136.07,121.4,0.53,2.93,7.4,98.51,27.32,0.12,146.73,184.71,0.26,0,0,0
microservices,cloud,async,16,1,203.23,59.73,0.46,1.08,9.11,46.27,95.49,0.26,488.91,835.18,0.8,0,0,0
event_driven,cloud,async,30,2,116.48,98.57,0.63,3.88,4.03,81.64,3.38,1.61,131.66,201.66,3.55,0,0,0
event_driven,hybrid,sync,14,1,200.15,126.7,0.43,1.38,16.31,100.0,48.73,0.0,296.61,466.84,0.29,0,0,0
monolith,cloud,sync,1,1,199.71,64.42,0.56,2.57,19.05,55.62,9.75,0.0,105.48,157.56,0.33,0,0,0
event_driven,on_prem,sync,19,1,188.39,77.35,0.68,3.1,14.37,69.2,15.36,0.54,167.31,235.27,1.42,0,0,0
monolith,on_prem,async,2,1,219.11,70.33,0.48,2.01,17.86,52.46,8.42,0.02,100.13,161.79,0.33,0,0,0
microservices,hybrid,mixed,27,1,172.32,81.59,0.54,1.27,16.03,70.33,16.93,1.06,201.85,332.37,3.1,0,0,0
microservices,hybrid,sync,51,4,166.58,76.2,0.44,2.15,13.78,50.64,33.21,0.78,248.27,411.81,2.28,0,0,0
serverless,cloud,async,33,2,570.13,93.85,0.68,3.5,36.34,75.14,35.66,0.0,257.51,378.02,1.85,0,0,0
microservices,cloud,async,31,2,211.92,19.36,0.82,3.79,19.16,9.67,19.14,0.0,169.71,225.79,0.48,0,0,0
event_driven,cloud,async,24,1,192.73,83.25,0.67,3.6,19.67,71.74,1.97,2.19,135.74,187.89,5.24,0,0,0
monolith,hybrid,async,2,1,65.82,15.13,0.62,3.71,3.21,39.48,10.61,0.27,77.13,160.15,0.5,0,0,0
serverless,hybrid,mixed,56,1,76.17,58.91,0.73,2.13,8.25,54.03,0.53,0.0,133.28,262.34,0.1,0,0,0
microservices,on_prem,mixed,11,1,117.42,64.45,0.62,3.68,10.0,55.31,4.42,0.0,132.68,196.26,0.13,0,0,0
hybrid,hybrid,mixed,53,1,79.51,25.25,0.51,2.44,8.42,10.58,28.97,0.58,231.31,472.24,1.48,0,0,0
hybrid,hybrid,mixed,34,1,299.83,22.2,0.45,2.01,24.95,21.81,7.26,0.04,149.6,230.07,0.84,0,0,0
microservices,on_prem,async,7,1,336.68,75.2,0.52,2.15,35.6,50.31,4.08,1.74,160.97,287.26,6.18,0,0,0
event_driven,on_prem,sync,38,1,166.96,144.44,0.41,2.35,13.08,100.0,33.98,0.83,248.6,343.76,2.02,0,0,0
hybrid,on_prem,sync,45,2,300.94,25.42,0.43,1.91,26.0,11.85,46.84,0.08,342.67,590.01,1.01,0,0,0
microservices,cloud,mixed,43,1,79.42,40.76,0.52,2.81,8.66,43.09,122.06,0.74,592.31,748.14,2.02,0,0,0
serverless,hybrid,sync,40,2,68.41,52.63,0.56,3.51,0.0,50.29,21.05,1.07,165.13,287.14,2.99,0,0,0
hybrid,cloud,sync,18,1,203.7,26.71,0.44,2.21,12.7,11.61,20.86,0.2,195.88,330.49,0.68,0,0,0
hybrid,on_prem,async,46,3,408.72,64.77,0.47,3.34,49.0,39.88,19.18,0.75,258.88,528.96,4.68,0,0,0
event_driven,on_prem,async,57,1,71.92,6.45,0.79,1.19,12.28,0.0,28.39,0.25,155.59,253.6,0.72,0,0,0
event_driven,hybrid,mixed,54,4,193.85,138.61,0.79,2.99,18.55,100.0,28.33,1.07,238.18,367.39,2.73,0,0,0
hybrid,cloud,async,55,1,453.64,47.69,0.45,1.63,41.1,40.96,12.54,1.01,213.63,411.48,4.44,0,0,0
microservices,on_prem,mixed,52,2,164.77,121.58,0.42,2.22,14.36,100.0,52.48,0.7,368.05,521.89,2.09,0,0,0
serverless,hybrid,mixed,10,1,260.83,81.07,0.87,3.49,10.06,58.5,49.46,0.0,236.58,480.3,0.14,0,0,0
serverless,hybrid,async,57,3,403.99,81.45,0.8,2.31,28.48,68.18,3.68,1.21,176.06,327.22,4.54,0,0,0
serverless,cloud,sync,5,1,68.47,11.33,0.83,2.35,13.17,17.24,22.25,0.0,155.07,322.86,0.24,0,0,0
monolith,hybrid,sync,4,1,263.1,87.17,0.83,3.48,22.42,84.47,12.34,0.73,136.68,273.62,1.76,0,0,0
event_driven,hybrid,sync,35,1,114.23,9.4,0.88,1.93,0.87,4.94,17.94,0.42,116.19,162.62,0.92,0,0,0
monolith,cloud,mixed,1,1,164.63,139.18,0.57,3.13,10.29,100.0,46.64,0.47,170.28,252.74,0.93,0,0,0
event_driven,hybrid,sync,29,1,270.37,127.61,0.93,1.9,26.77,100.0,52.75,0.0,322.32,503.22,0.79,0,0,0
microservices,cloud,mixed,38,2,209.51,85.49,0.42,1.12,26.88,73.42,12.99,0.0,202.82,425.06,0.94,0,0,0
serverless,hybrid,sync,46,3,88.35,15.65,0.78,1.64,2.03,16.77,22.19,0.0,144.23,231.1,0.01,0,0,0
event_driven,on_prem,mixed,34,1,185.58,23.04,0.4,3.75,22.02,18.31,16.12,0.14,140.46,219.43,0.85,0,0,0
hybrid,hybrid,mixed,29,1,67.16,78.54,0.71,2.16,2.27,64.65,9.12,0.16,166.39,292.21,0.38,0,0,0
hybrid,hybrid,async,25,1,42.2,21.39,0.93,3.0,6.19,17.8,11.49,0.26,146.22,268.52,0.66,0,0,0
microservices,on_prem,async,17,1,339.74,148.31,0.67,1.54,31.98,100.0,39.58,0.0,339.86,685.65,1.33,0,0,0
serverless,hybrid,mixed,38,1,208.61,51.68,0.43,1.56,13.5,37.17,1.91,0.08,128.58,161.37,0.47,0,0,0
serverless,hybrid,mixed,31,1,261.37,2.92,0.54,2.04,27.14,8.0,9.64,0.0,142.14,225.58,1.03,0,0,0
hybrid,hybrid,async,5,1,131.79,78.94,0.43,1.48,5.25,83.65,91.42,0.0,596.36,1042.32,0.03,0,0,0
serverless,cloud,mixed,31,2,107.83,9.22,0.69,1.0,8.22,11.81,14.54,0.0,131.08,256.86,0.09,0,0,0
microservices,cloud,mixed,57,4,95.34,128.88,0.4,2.44,0.0,100.0,19.58,0.2,223.69,292.04,0.52,0,0,0
hybrid,on_prem,mixed,49,3,130.22,88.72,0.93,2.02,8.37,84.56,9.48,0.0,190.36,357.88,0.08,0,0,0
hybrid,hybrid,sync,6,1,114.55,146.27,0.89,1.64,13.6,100.0,12.27,0.0,223.59,435.99,0.22,0,0,0
event_driven,on_prem,mixed,51,3,297.63,124.05,0.86,3.04,32.63,93.05,7.81,0.25,189.66,320.59,1.73,0,0,0
serverless,hybrid,mixed,11,1,146.12,80.74,0.6,1.25,17.24,62.03,54.43,0.91,257.54,434.77,2.97,0,0,0
microservices,hybrid,sync,40,1,406.24,100.34,0.49,2.57,34.0,82.73,55.62,0.0,391.69,611.14,1.5,0,0,0
event_driven,cloud,mixed,41,2,58.18,117.94,0.71,1.61,5.82,100.0,90.66,0.56,411.29,493.78,1.27,0,0,0
serverless,cloud,async,15,1,50.83,90.12,0.94,2.31,4.99,82.39,19.41,1.14,191.79,367.43,3.23,0,0,0
hybrid,cloud,mixed,37,1,144.5,136.11,0.49,3.35,12.83,100.0,26.16,0.79,292.18,497.32,2.1,0,0,0
hybrid,on_prem,async,58,2,217.59,88.61,0.4,1.63,16.22,71.2,26.43,0.0,272.26,444.29,0.32,0,0,0
monolith,hybrid,mixed,3,1,100.07,131.3,0.4,3.93,6.08,100.0,1.89,0.0,121.42,243.42,0.03,0,0,0
microservices,hybrid,mixed,15,1,200.52,14.16,0.54,2.78,20.12,12.5,32.33,0.64,225.35,328.02,2.18,0,0,0
microservices,on_prem,async,9,1,139.21,62.29,0.49,1.79,8.11,52.0,2.76,0.58,121.49,151.23,1.58,0,0,0
event_driven,hybrid,mixed,46,3,62.44,67.95,0.57,3.4,13.33,58.57,50.69,0.0,263.34,450.65,0.2,0,0,0
microservices,hybrid,mixed,33,2,220.33,80.38,0.51,1.41,17.29,63.02,8.73,0.39,164.48,216.38,1.39,0,0,0
microservices,on_prem,sync,15,1,473.57,128.22,0.54,2.44,35.12,100.0,41.09,1.08,350.57,724.21,4.41,0,0,0
monolith,cloud,async,4,1,76.65,123.76,0.92,2.37,8.32,100.0,4.52,0.78,126.16,202.17,1.46,0,0,0
monolith,on_prem,async,1,1,175.43,76.62,0.4,1.63,7.35,75.88,75.33,0.76,174.79,283.47,1.42,0,0,0
hybrid,cloud,async,5,1,300.75,94.61,0.43,2.69,25.93,77.9,7.19,1.36,194.33,394.16,4.07,0,0,0
serverless,cloud,sync,47,2,152.49,61.18,0.58,2.6,8.8,57.06,90.66,0.38,316.52,425.77,1.16,0,0,0
monolith,hybrid,mixed,2,1,134.4,84.29,0.91,3.44,16.0,72.79,25.4,0.0,131.58,177.31,0.23,0,0,0
event_driven,cloud,sync,9,1,254.03,111.1,0.72,2.14,16.65,90.2,20.62,0.64,203.93,413.49,1.7,0,0,0
hybrid,hybrid,sync,16,1,96.21,58.48,0.89,3.09,6.01,38.96,3.99,0.21,123.38,158.25,0.56,0,0,0
monolith,cloud,mixed,2,1,91.88,46.3,0.69,1.06,5.17,48.77,18.75,0.17,93.97,169.21,0.33,0,0,0
